carport_type,carport_type_name,panel_length_mm,panel_width_mm,panel_power_w,area_length_mm,number_row,delivery_area,delivery_artic_cost_gbp,total_power_kw,total_weight_kg,total_cost_gbp
3,DuoMono,2500,2500,1000,20000,6,Ilford,779,48,8446.33585,23606.94962499999
2,SingleMonoDecline,2000,1500,1000,75000,3,St Albans,760,141,13242.43928,38102.48820000001
2,SingleMonoDecline,3500,900,800,150000,3,Magor - Waterford,1750,367.2,33262.214420000004,96556.80605000003
2,SingleMonoDecline,4000,1000,900,150000,3,Bournemouth,760,375.3,35402.153959999996,99908.1349
4,GullWing,2333,900,300,40000,6,London NW,760,73.8,15233.85148,43022.618700000006
2,SingleMonoDecline,1500,2500,450,9000,3,Truro,860,4.05,2105.53898,6987.23745
4,GullWing,2333,2500,500,15000,6,Plymouth,582,18,6928.55732,19520.103299999995
2,SingleMonoDecline,3000,1750,1200,9000,3,Edinburgh,1300,18,2708.0535800000002,8994.323949999998
1,SingleMonoIncline,1750,1500,1200,250000,3,Shrewsbury,493,568.8,41369.36433999999,118212.32085
4,GullWing,3500,2000,1200,300000,6,Worcester,456,1036.8,104254.52432000001,281178.46079999994
1,SingleMonoIncline,1750,2500,250,50000,3,Sheffield,634,14.25,8479.151399999999,24402.908499999998
1,SingleMonoIncline,1500,2000,500,150000,3,Hemel Hempstead,697,108,23877.92762,68527.68905
1,SingleMonoIncline,3500,2000,800,60000,3,Magor - Waterford,1750,69.6,12662.463639999998,36688.269100000005
2,SingleMonoDecline,4000,1134,1000,20000,3,Exeter,594,48,5515.40588,16048.1847
4,GullWing,2333,750,300,50000,6,Gloucester,465,108,19784.34412,56157.330299999994
4,GullWing,4000,1250,200,20000,6,Magor - Wexford,1750,18,11809.3313,33437.238249999995
3,DuoMono,1750,1000,250,250000,6,Magor - Portlaoise,1550,346.5,87336.13255000001,248688.28137500005
2,SingleMonoDecline,2500,1134,450,250000,3,Bradford,734,278.1,47555.742040000005,136267.54510000002
4,GullWing,1750,1000,1000,75000,6,Magor - Waterford,1750,414,21969.23192,65170.029800000004
2,SingleMonoDecline,2000,2500,800,15000,3,Magor - Wexford,1750,14.4,3729.16682,12434.58705
3,DuoMono,4000,1500,600,60000,6,Wakefield,687,136.8,28665.3201,77794.65025
4,GullWing,4000,1500,1000,10000,6,Huddersfield,695,36,6567.3778,18296.8745
3,DuoMono,1750,750,500,50000,6,Stevenage,728,180,19525.701749999997,55958.124375
4,GullWing,2500,1500,200,29000,6,Dudley,500,21.6,10281.30428,28549.570699999997
1,SingleMonoIncline,4000,1134,600,100000,3,Magor - Donegal,1550,147.6,22794.91298,66201.83245000002
1,SingleMonoIncline,4000,750,400,75000,3,Magor - Killarney,1950,108,18703.88858,56203.31145000001
2,SingleMonoDecline,3500,750,600,60000,3,Magor - Belfast,1350,129.6,14426.05004,42004.435099999995
2,SingleMonoDecline,1500,900,1200,15000,3,Liverpool,594,54,3582.4871200000002,11185.487799999999
4,GullWing,4000,2000,400,200000,6,Swindon,460,230.4,77217.83396,207632.6549
2,SingleMonoDecline,2333,1500,450,50000,3,Peterborough,750,43.2,10250.7016,29750.063999999995
2,SingleMonoDecline,2000,1134,800,150000,3,Dundee,1394,297.6,27332.1802,80545.2005
2,SingleMonoDecline,2333,1500,250,9000,3,Stevenage,728,4.5,2573.08622,8115.30555
3,DuoMono,2000,750,800,100000,6,Falkirk,1290,576,40099.285149999996,115082.402875
1,SingleMonoIncline,1750,2000,1200,75000,3,Slough,610,129.6,12673.899379999999,36196.73845
1,SingleMonoIncline,3500,750,450,250000,3,Dundee,1394,406.35,56784.165740000004,165193.52435000002
2,SingleMonoDecline,1500,1134,500,9000,3,Dorchester,560,10.5,2249.1955,7167.97875
3,DuoMono,3000,1000,1200,75000,6,Tonbridge,760,496.8,33726.96005000001,92886.63012500004
4,GullWing,3500,2500,250,100000,6,Nottingham,641,58.5,35381.363320000004,95524.91830000003
3,DuoMono,3000,1750,450,20000,6,Inverness,1700,29.7,9373.674550000002,27028.696374999996
4,GullWing,2500,1750,800,75000,6,Magor - Wexford,1750,196.8,24893.329220000003,71211.15305
1,SingleMonoIncline,4000,1250,500,200000,3,Bournemouth,760,225,43973.14608,123651.25520000001
2,SingleMonoDecline,1750,1000,900,15000,3,Magor - Wexford,1750,37.8,3756.32522,12745.683049999998
4,GullWing,1500,1250,200,15000,6,Cleveland,832,13.2,4835.38018,14407.880449999999
3,DuoMono,4000,900,700,100000,6,Dundee,1394,428.4,53809.51195,148575.56987499996
2,SingleMonoDecline,4000,1750,200,100000,3,London NW,760,33,22425.5688,63284.751999999986
2,SingleMonoDecline,3500,750,400,250000,3,Salisbury,493,361.2,56784.165740000004,161589.52435000002
1,SingleMonoIncline,2000,750,1000,250000,3,Newport,344,903,46212.405739999995,134220.12435
2,SingleMonoDecline,3500,1250,900,40000,3,Dartford,765,81,9630.3176,27746.224
4,GullWing,3000,1134,1200,300000,6,Reading,530,1778.4,109112.08294000001,300558.75734999997
4,GullWing,2333,1000,450,9000,6,Wigan,628,21.6,4839.405839999999,14031.5446
2,SingleMonoDecline,2000,1134,800,29000,3,Huddersfield,695,57.6,6181.6147,18464.986749999996
4,GullWing,3000,900,900,200000,6,Southall,741,1101.6,79555.84352000001,221449.0788
3,DuoMono,3500,750,700,29000,6,Worcester,456,147,17195.9461,47206.65525000001
3,DuoMono,3000,1500,600,10000,6,Magor - Wexford,1750,21.6,5220.362700000001,15984.336749999999
1,SingleMonoIncline,2500,2500,500,40000,3,Medway,797,24,8311.1733,24054.76325
2,SingleMonoDecline,3500,1000,300,60000,3,Redhill,767,50.4,13816.97324,39412.34309999999
1,SingleMonoIncline,2500,1250,300,250000,3,Stevenage,728,169.2,47005.683079999995,134327.1977
4,GullWing,1500,2000,700,15000,6,Chelmsford,670,29.4,4559.898880000001,13313.977199999998
2,SingleMonoDecline,2000,750,450,150000,3,Liverpool,594,244.35,28694.42056,84083.60139999999
2,SingleMonoDecline,3500,900,500,75000,3,Twickenham,742,115.5,17917.282919999998,51090.67730000001
2,SingleMonoDecline,2333,1134,800,40000,3,Blackburn,693,79.2,8530.44286,25015.737149999997
2,SingleMonoDecline,2500,1000,600,60000,3,London West Central,756,100.8,12230.45324,35435.043099999995
2,SingleMonoDecline,2333,1750,1200,75000,3,Brighton,765,147.6,14383.405279999999,41184.583199999994
1,SingleMonoIncline,2500,1134,900,9000,3,Colchester,726,18.9,2563.4155,8119.52875
2,SingleMonoDecline,1500,750,1200,250000,3,London W,750,1083.6,42688.48574,126628.32435
2,SingleMonoDecline,2500,2500,900,200000,3,Medway,797,210.6,35813.87812,100785.36530000002
2,SingleMonoDecline,1750,1750,900,10000,3,Stevenage,728,13.5,2344.97858,7514.636449999999
4,GullWing,4000,1750,400,10000,6,Kingston Upon Thames,754,12,6357.023099999999,17769.187749999994
3,DuoMono,2000,900,200,29000,6,Blackburn,693,36,12680.006599999999,35849.806500000006
2,SingleMonoDecline,2500,1134,300,40000,3,Ilford,779,29.7,8714.617979999999,25562.174949999997
4,GullWing,2500,1500,500,9000,6,Magor - Newry,1395,18,4911.917799999999,14858.224499999998
4,GullWing,2500,1250,400,75000,6,Kirkcaldy,1200,134.4,25067.988319999997,71026.5208
2,SingleMonoDecline,2000,1134,800,300000,3,Birmingham,543,592.8,52525.12822,150585.65055000002
2,SingleMonoDecline,1500,2500,800,29000,3,Preston,670,26.4,5458.45006,16236.875149999998
3,DuoMono,2333,1000,1200,29000,6,Dudley,500,194.4,13123.834719999999,36583.976800000004
1,SingleMonoIncline,1500,2000,450,200000,3,Portsmouth,582,129.6,31602.55978,89967.18945
1,SingleMonoIncline,2000,2500,900,50000,3,Oxford,530,51.3,8723.6064,24910.046
4,GullWing,2000,1750,900,150000,6,St Albans,760,442.8,41951.27772,117295.2243
3,DuoMono,3000,1500,450,200000,6,Falkirk,1290,342.9,81000.2381,224004.10524999996
2,SingleMonoDecline,2000,1000,200,200000,3,Slough,610,111,35752.58698,103103.85745
3,DuoMono,4000,1000,450,20000,6,Oldham,642,51.3,12286.50025,33739.16062499999
3,DuoMono,1500,1250,900,100000,6,Romford,810,405,32493.479649999997,91081.88912499999
1,SingleMonoIncline,2500,1750,450,200000,3,Magor - Killarney,1950,147.15,35881.03427999999,103794.57570000002
4,GullWing,4000,1500,400,29000,6,Peterborough,750,43.2,13597.98428,37091.2707
3,DuoMono,3000,1000,700,250000,6,Oldham,642,970.2,109673.68255000001,301276.1563750001
2,SingleMonoDecline,4000,1250,400,20000,3,Newport,344,18,5568.54082,15900.622049999996
2,SingleMonoDecline,2333,750,250,15000,3,Stoke on Trent,582,13.5,4167.56606,12727.385149999998
3,DuoMono,3500,750,200,29000,6,Blackpool,710,42,17195.9461,47460.65525000001
3,DuoMono,1500,1250,400,15000,6,Magor - Donegal,1550,26.4,6352.023949999999,19324.569874999994
4,GullWing,2000,1500,800,150000,6,Norwich,839,456,43103.461319999995,121203.08330000001
2,SingleMonoDecline,4000,750,1000,60000,3,Taunton,456,216,15314.350040000001,43331.185099999995
1,SingleMonoIncline,3500,1000,250,9000,3,Halifax,702,6,2932.93298,9049.72245
4,GullWing,3000,1750,1200,150000,6,Norwich,839,590.4,51623.517719999996,141712.82429999998
3,DuoMono,2500,1134,1200,300000,6,Wigan,628,1778.4,117125.66049000001,322409.22122500004
1,SingleMonoIncline,1500,2000,600,29000,3,Magor - Dublin,1450,25.2,5581.994459999999,17416.936149999994
4,GullWing,2500,1750,600,250000,6,Falkirk,1290,493.2,75144.39802000001,210391.70505
3,DuoMono,3000,1000,400,300000,6,London NW,760,667.2,132890.7123,365797.73075
4,GullWing,2333,750,250,50000,6,Lincoln,689,90,19784.34412,56605.330299999994
1,SingleMonoIncline,1500,1250,200,15000,3,Exeter,594,6.6,3502.22292,10863.2273
1,SingleMonoIncline,2000,2500,400,200000,3,Newcastle Upon Tyne,941,93.6,33902.33812,96294.51530000003
4,GullWing,2500,1250,450,20000,6,Manchester,621,40.5,8807.471300000001,24803.588249999993
3,DuoMono,2000,2000,500,29000,6,Cambridge,720,42,11060.2302,30854.565499999997
2,SingleMonoDecline,1750,1500,1000,9000,3,Paisley,1400,18,2396.8083799999995,8346.61095
4,GullWing,4000,1500,450,29000,6,Exeter,594,48.6,13597.98428,36935.2707
2,SingleMonoDecline,3500,1134,500,50000,3,Reading,530,61.5,11234.522060000001,31856.135150000006
2,SingleMonoDecline,2000,2000,900,40000,3,Lancaster,769,51.3,7745.944799999998,22704.892
1,SingleMonoIncline,2500,900,600,60000,3,Coventry,541,109.8,12317.62324,35589.9681
3,DuoMono,3500,1750,500,200000,6,Aberdeen,1645,327,82273.76685000001,227461.44712499998
3,DuoMono,2000,1000,450,50000,6,Magor - Derry,1450,124.2,19219.74615,55786.03537499999
4,GullWing,2500,900,300,9000,6,Kilmarnock,1100,16.2,5167.6084,15384.851
1,SingleMonoIncline,1750,2000,300,10000,3,Magor - Limerick,1750,4.5,2482.33148,8880.0187
2,SingleMonoDecline,2333,2000,300,200000,3,Newport,344,86.4,34881.51102,97688.56755
2,SingleMonoDecline,2000,1134,500,150000,3,Oldham,642,186,27332.1802,79041.2005
3,DuoMono,4000,750,500,200000,6,Dartford,765,723,114725.6612,314153.86299999995
2,SingleMonoDecline,4000,2500,1200,250000,3,Watford,768,349.2,51353.63628,142550.68069999997
1,SingleMonoIncline,3500,1250,1000,60000,3,Ipswich,761,135,13294.575439999999,37765.948599999996
2,SingleMonoDecline,2000,1750,800,15000,3,Ilford,779,19.2,3674.9735200000005,11388.9038
1,SingleMonoIncline,2333,1250,800,9000,3,Dartford,765,16.8,2585.7720600000002,8214.42015
2,SingleMonoDecline,2333,2000,700,100000,3,Carlisle,950,100.8,17829.906220000004,50605.71555000001
2,SingleMonoDecline,2500,1134,800,200000,3,London East,760,396,38367.21112,110499.49780000004
1,SingleMonoIncline,2000,1500,1200,300000,3,Magor - Limerick,1750,684,51793.38964,151051.5841
4,GullWing,2333,1750,250,10000,6,Liverpool,594,7.5,4588.46946,13187.803649999996
4,GullWing,3500,1750,800,20000,6,Hereford,414,52.8,10219.2175,27882.753749999996
3,DuoMono,3000,2000,900,50000,6,Kilmarnock,1100,129.6,19748.85735,55071.21337499999
1,SingleMonoIncline,2500,900,500,60000,3,Magor - Belfast,1350,91.5,12317.62324,36398.9681
1,SingleMonoIncline,2500,1250,500,100000,3,Watford,768,112.5,18976.53006,54879.07515000002
3,DuoMono,1750,1250,600,150000,6,Peterborough,750,406.8,51684.7156,144035.779
2,SingleMonoDecline,2000,1134,450,150000,3,Magor - Enniskillen,1450,167.4,27332.1802,80657.2005
2,SingleMonoDecline,3000,1134,200,9000,3,Durham,914,4.2,2720.5254999999997,8700.30375
2,SingleMonoDecline,2000,2500,300,300000,3,Ipswich,761,104.4,49250.726800000004,139071.24700000006
4,GullWing,2500,2500,1000,9000,6,Oldham,642,18,4389.8512,12617.657999999998
4,GullWing,2333,750,1200,300000,6,Magor - Wexford,1750,2599.2,106267.61662,307168.79155
4,GullWing,1750,2500,400,40000,6,Cambridge,720,38.4,11254.67608,31514.680200000003
1,SingleMonoIncline,3000,2000,300,10000,3,Wolverhampton,530,4.5,2862.43148,8610.2687
2,SingleMonoDecline,1500,1500,400,10000,3,Luton,718,7.2,2321.22338,7475.64845
4,GullWing,2333,1000,300,100000,6,Durham,914,167.4,34148.60055999999,96272.21140000003
3,DuoMono,2500,1000,900,60000,6,Kingston Upon Thames,754,302.4,25500.1573,71110.14325
4,GullWing,2333,1750,450,15000,6,Watford,768,21.6,5694.282479999999,16308.7362
1,SingleMonoIncline,1500,2000,900,20000,3,Hereford,414,27,4108.59182,12168.749549999999
3,DuoMono,2500,1134,250,40000,6,Bolton,644,49.5,17546.538810000002,48556.61702499999
4,GullWing,2500,1000,700,300000,6,Manchester,621,1167.6,103088.72552,287834.4438
3,DuoMono,3000,1250,900,100000,6,York,754,405,42130.679650000005,115816.88912499999
4,GullWing,1750,900,500,40000,6,Swindon,460,123,13072.78708,37319.957700000006
1,SingleMonoIncline,1500,2000,900,10000,3,Magor - Waterford,1750,13.5,2406.31148,8689.9687
3,DuoMono,1750,1000,1200,75000,6,Carlisle,950,496.8,26898.060050000004,76194.38012500004
4,GullWing,2333,900,300,200000,6,Magor - Donegal,1550,367.2,68510.56364000001,196330.8791
1,SingleMonoIncline,1750,1134,300,100000,3,Portsmouth,582,73.8,17357.92298,50091.35745000002
2,SingleMonoDecline,2333,1134,200,9000,3,St Albans,760,4.2,2510.9543799999997,8022.37595
1,SingleMonoIncline,1750,900,900,300000,3,Hemel Hempstead,697,826.2,52020.42769999999,151579.49925000008
2,SingleMonoDecline,1750,1250,450,9000,3,York,754,9.45,2402.5681799999998,7745.41045
1,SingleMonoIncline,3500,750,500,300000,3,Blackpool,710,541.5,67940.79070000001,193801.40675000005
3,DuoMono,2500,1134,300,40000,6,Doncaster,718,59.4,17546.538810000002,48630.61702499999
1,SingleMonoIncline,4000,1134,300,50000,3,Reading,530,36.9,11860.92206,33422.135149999995
3,DuoMono,2500,900,400,150000,6,London North,751,367.2,62767.20875,174520.931875
4,GullWing,4000,1250,900,300000,6,Sutton,759,1220.4,129266.04612000001,352462.1453000001
2,SingleMonoDecline,3000,900,600,9000,3,Magor - Enniskillen,1450,16.2,2822.7417800000003,9552.64445
3,DuoMono,4000,1250,250,20000,6,Manchester,621,22.5,11414.88115,31295.912874999995
3,DuoMono,4000,1750,1200,60000,6,Bournemouth,760,237.6,27759.6406,75372.45150000001
4,GullWing,1500,1750,1000,150000,6,London North,751,492,37115.157719999996,105177.92429999998
3,DuoMono,4000,750,600,60000,6,Magor - Wexford,1750,259.2,35187.3037,98292.80925
4,GullWing,4000,1500,800,150000,6,Stevenage,728,456,63558.66132,172736.08329999997
1,SingleMonoIncline,3000,2000,500,75000,3,Portsmouth,582,54,14588.499380000001,40955.23845
1,SingleMonoIncline,2333,1000,700,75000,3,Telford,493,144.9,14469.372739999999,41571.62185000001
3,DuoMono,4000,1250,450,250000,6,Magor - Galway,1750,507.6,120817.4769,334684.32225
4,GullWing,2500,2500,800,200000,6,Croydon,765,374.4,57606.882320000004,158270.8758
4,GullWing,1500,1134,500,29000,6,Halifax,702,72,8549.00132,24785.613299999986
4,GullWing,4000,1000,250,300000,6,Walsall,530,417,138262.16552,376282.0438000001
1,SingleMonoIncline,2333,1134,250,150000,3,Exeter,594,93,28562.2216,82020.304
1,SingleMonoIncline,1500,1000,400,200000,3,Romford,810,222,33255.98698,97262.35745
3,DuoMono,2333,750,700,150000,6,Durham,914,760.2,65131.439560000006,183192.98889999997
3,DuoMono,2000,2000,800,75000,6,Plymouth,582,172.8,25085.26685,68919.99712500001
1,SingleMonoIncline,2500,900,1200,150000,3,Stevenage,728,550.8,29325.73442,84671.60605000003
2,SingleMonoDecline,2500,2500,700,20000,3,Llandudno,854,16.8,4552.182220000001,13656.925549999998
3,DuoMono,3500,2000,800,50000,6,Galashiels,1200,115.2,21072.937350000004,58581.41337499999
4,GullWing,2500,1000,800,300000,6,Magor - Cavan,1450,1334.4,103088.72552,292808.4438
2,SingleMonoDecline,2000,900,200,50000,3,Peterborough,750,30.6,9618.238899999998,28339.42725
1,SingleMonoIncline,2333,2000,900,250000,3,Dartford,765,324,43407.31342,122967.99355000001
1,SingleMonoIncline,2000,1000,800,200000,3,Dumfries,1200,444,35752.58698,104283.85745
3,DuoMono,4000,900,700,10000,6,Magor - Galway,1750,42,6880.6195,20378.178749999995
2,SingleMonoDecline,4000,2500,250,300000,3,Blackburn,693,87,60276.6868,167125.14700000006
2,SingleMonoDecline,2500,1500,400,100000,3,Newcastle Upon Tyne,941,75.6,18593.17746,53901.89365
2,SingleMonoDecline,2333,900,500,75000,3,Warrington,606,115.5,15443.61252,44770.5013
3,DuoMono,3000,2500,700,100000,6,London East,760,163.8,38211.034100000004,104254.05525000002
2,SingleMonoDecline,1750,2000,250,10000,3,Cambridge,720,3.75,2482.33148,7850.0187
4,GullWing,3000,900,400,100000,6,Paisley,1400,244.8,40670.21392,115495.44480000003
3,DuoMono,4000,1250,900,60000,6,Kingston Upon Thames,754,243,29985.180399999997,81653.90100000001
3,DuoMono,3500,1500,900,20000,6,Ipswich,761,70.2,10433.272850000001,28860.292124999993
1,SingleMonoIncline,1750,1000,450,9000,3,Ipswich,761,10.8,2362.2579800000003,7682.034949999998
1,SingleMonoIncline,3500,1000,800,100000,3,London W,750,223.2,22911.9762,65635.9705
1,SingleMonoIncline,1750,1134,600,50000,3,St Albans,760,73.8,9042.12206,26605.135150000002
2,SingleMonoDecline,1750,1750,700,150000,3,Galashiels,1200,172.2,25465.28036,74213.15089999998
2,SingleMonoDecline,3500,900,600,10000,3,Worcester,456,18,3170.2554800000003,9457.8287
3,DuoMono,2500,2000,500,9000,6,Magor - Enniskillen,1450,12,4413.9719000000005,13546.759749999997
4,GullWing,2333,1500,1000,20000,6,Magor - Belfast,1350,78,8333.7208,24226.611999999994
2,SingleMonoDecline,4000,900,800,60000,3,Huddersfield,695,146.4,14786.503240000002,41916.168099999995
4,GullWing,4000,1000,600,60000,6,Cardiff,395,201.6,31088.00056,84466.55140000001
3,DuoMono,2333,1134,600,9000,6,Dudley,500,25.2,4681.8092799999995,13448.753199999997
1,SingleMonoIncline,2333,1500,450,9000,3,Bristol,430,8.1,2573.08622,7817.30555
4,GullWing,3500,900,600,100000,6,Bristol,430,367.2,44907.293920000004,123178.14480000002
2,SingleMonoDecline,2333,2500,1000,20000,3,Truro,860,24,4469.51346,13456.253649999997
3,DuoMono,2500,1000,1000,60000,6,Crewe,555,336,25500.1573,70712.14325
3,DuoMono,1500,750,900,250000,6,Sheffield,634,1625.4,88180.85825,250476.095625
2,SingleMonoDecline,2000,1134,450,100000,3,Tonbridge,760,110.7,17962.032980000004,51779.63245000001
1,SingleMonoIncline,4000,2500,250,150000,3,Tonbridge,760,43.5,30628.22042,85103.82105000003
1,SingleMonoIncline,2333,1000,300,15000,3,Bournemouth,760,12.6,4070.7527000000005,12541.751749999998
1,SingleMonoIncline,3000,900,800,300000,3,Leicester,594,734.4,61750.17770000001,176188.87425000005
4,GullWing,2000,2500,600,250000,6,Magor - Limerick,1750,349.2,63876.45251999999,180339.84129999997
4,GullWing,1500,2500,600,9000,6,Kilmarnock,1100,10.8,3414.3712,10636.958
3,DuoMono,4000,2000,250,100000,6,Kirkcaldy,1200,72,43353.35635,118569.98087499996
4,GullWing,2333,2000,600,150000,6,Chelmsford,670,259.2,42767.62828,118024.8207
4,GullWing,2000,2000,200,75000,6,Dundee,1394,43.2,20605.224319999998,59041.610799999995
2,SingleMonoDecline,3500,1134,1200,50000,3,Llandrindod Wells,465,147.6,11234.522060000001,31791.135150000006
4,GullWing,3000,2500,1200,15000,6,Slough,610,43.2,7970.598079999999,22153.205199999993
4,GullWing,3000,1134,1000,60000,6,Doncaster,718,294,23143.7841,64393.130249999995
2,SingleMonoDecline,1500,750,900,250000,3,Perth,1500,812.7,42688.48574,128878.32435
3,DuoMono,2333,1250,900,75000,6,Swansea,571,302.4,28529.66033,78724.980825
1,SingleMonoIncline,4000,1250,900,9000,3,Blackpool,710,18.9,3109.5631800000006,9468.897949999999
1,SingleMonoIncline,3000,1250,450,29000,3,Magor - Portlaoise,1550,29.7,6947.712860000001,21174.432149999997
2,SingleMonoDecline,3500,1000,300,100000,3,Cardiff,395,83.7,22911.9762,64925.97049999999
3,DuoMono,1500,1750,800,150000,6,Peterborough,750,393.6,46890.59069999999,130165.66674999999
1,SingleMonoIncline,3000,2500,900,40000,3,Aberdeen,1645,43.2,8761.8333,26029.413249999998
4,GullWing,1500,750,450,250000,6,London East,760,812.7,70649.95882,205716.80705
1,SingleMonoIncline,1500,1500,250,250000,3,London W,750,118.5,40032.11434000001,115640.19585
3,DuoMono,4000,1750,200,40000,6,Blackburn,693,26.4,19905.390750000002,54526.94687500001
2,SingleMonoDecline,2333,1750,500,10000,3,Swansea,571,7.5,2514.33038,7781.015949999999
